综合,#genre#
屏山综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/psxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蒲江综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/pjxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
普格综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/pgt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
前锋,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/qfxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
青白江综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/qbjxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
青川综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/qcxwzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
青神综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/qszh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
渠县新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/qxxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
仁和新闻,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/rhxwH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
荣县综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/rxzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
三台TV,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/stxwHD_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
射洪综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/shzhH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
石棉,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/smxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
什邡新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/sfx_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
双流综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/slgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
松潘,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/spxwzhpdH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
遂宁综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/snxwzhHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
天全新闻,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/tqzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
通川区,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xcxwzhH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
通江综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/tjxwH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
万源,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/wyxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
旺苍新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/wcxwzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
温江综合频道,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/wjytH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
武胜综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/wsxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
五通桥,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/wtqxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
西昌,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xctHD_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
西充综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xczh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
喜德,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xdxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
新都综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xdzhpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
新津,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xjzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
兴文电视台,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xwt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
叙永电视台,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xyxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
叙州新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ybx_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
宣汉综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xhxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雅安公共,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/yagg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雅安新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/yazh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雅安雨城,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ycpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
盐边电视台,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ybtgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
盐亭1,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ytzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雁江,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/yjxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
仪陇新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ylxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
宜宾公共,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ybetH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
宜宾新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ybytH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
营山,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ysxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
越西综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/yxt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
岳池,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ycxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
昭化综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/zhxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
中江新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/zjxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
资阳新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/zyxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
资中综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/zzzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
自贡文化生活,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/zggg_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
自贡综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/zgxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
郫县新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/pxds1_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
荥经电视台,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xjdst_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
阆中综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/lzxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
沐川综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/mcxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
泸定综合频道,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ldxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
泸县综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/lxxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
泸州公共,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/lzgg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
珙县新闻,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/gxzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
梓潼综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ztgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
犍为新闻综合,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/qwxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
筠连TV,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ylyt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-俄语,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ey_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-法语,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/fy_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-西语,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/xbyy_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CGTN-英语,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/CGTN_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
风尚购物,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/fsgw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
家家购物,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/jjgw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
家有购物,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/jygw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
央广购物,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/yggwgq_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
优购物,http://[2408:8710:1020:17:1::7]/live2.rxip.sc96655.com/live/ygw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
IPV6,#genre#
CCTV-1 综合,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV-2 财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV-3 综艺,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV-4 中文国际,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV-5 体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6 电影,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV-7 国防军事,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV-8 电视剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV-9 纪录,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV-10 科教,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV-11 戏曲,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV-12 社会与法,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8
CCTV-13 新闻,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV-14 少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001240/index.m3u8
CCTV-15 音乐,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV-16 奥林匹克,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001248/index.m3u8
CCTV-17 农业农村,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CCTV-16 奥林匹克 4K,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV-4K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
CCTV-8K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw2749731958_105918260/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1681529690&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
山西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001450/index.m3u8
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
延边卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001470/index.m3u8
厦门卫视,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
CETV-1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001020/index.m3u8
CETV-2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001226/index.m3u8
CETV-4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001348/index.m3u8
金色学堂,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001194/index.m3u8
纪实人文,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
生活时尚,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001199/index.m3u8
乐游频道,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001200/index.m3u8
都市剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
欢笑剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001193/index.m3u8
北京纪实科教,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
卡酷少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001245/index.m3u8
金鹰纪实,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
金鹰卡通,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001460/index.m3u8
茶友频道,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001234/index.m3u8
快乐垂钓,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001235/index.m3u8
嘉佳卡通,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001227/index.m3u8
动漫秀场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001196/index.m3u8
哈哈炫动,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8
游戏风云,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001192/index.m3u8
家庭理财,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001278/index.m3u8
财富天下,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001219/index.m3u8
中国天气,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001102/index.m3u8
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
上海新闻,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
上海都市,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8
上海ICS,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001128/index.m3u8
七彩戏剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8
上海教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001268/index.m3u8
五星体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001018/index.m3u8
东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
东方财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001318/index.m3u8
法治天地,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001195/index.m3u8
第一财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001017/index.m3u8
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索动物,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
求索科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索生活,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3
超级综艺,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武博世界,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2554338791_49940138/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw3373254713_-1111569189/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
CGTN英语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001058/index.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
Bestv赛事1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001151/index.m3u8
Bestv赛事2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001359/index.m3u8
Bestv赛事3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001388/index.m3u8
